text,sarcasm_label
sisa sisa kerjaan bujer di akhir masa pensiun,Non-Sarcasm
@smindrawati pendapat ibu sri mulyani bagaimana ? Kok bisa menganggar dana untuk memoles citra presiden jokowi ?,Non-Sarcasm
Cool😍,Non-Sarcasm
Sungkem sama illustrator Tempo,Non-Sarcasm
"Kembalikan dia sesuai pada awalnya, gorong-gorong!!",Non-Sarcasm
Adili,Non-Sarcasm
Lengserkan secepatnya...2024 ganti presiden,Non-Sarcasm
Jokowi=soeharto reformasi?,Non-Sarcasm
SMA kelas 2 2014 gua udah coblos capres dari awal pencitraan di DKI gua ga pernah percaya sama dia karena semua itu pencitraan dan Alhamdulillah gua ga ketipu dan enggak pernah nyoblos dia karena udah keliatan planga plongonya dari waktu jadi gubernur DKI karena pencitraan aja menang ini si FIRAUN MULYONO dan keluarganya,Non-Sarcasm
"OPERASI MEMOLES CITRA!
Karena dia sadar, dia gak bisa kerja.",Non-Sarcasm
Kalau kau menanam anggur. Maka akan menuai anggur. Kalau kau menanam duri. Maka duri yg kau tuai. Mana yang kau tanam selama 10 tahun?. Tuailah sekarang!!Hukum tanam tuai.,Non-Sarcasm
Pepesan kosong selama 10 tahun,Non-Sarcasm
Makasi pak jokowi 🔥,Non-Sarcasm
"Sakit hati berlapis2.. krn ga milih dy aj, udah bikin negara bobrok. Pendidikan gilaaakk tingginya bukan kain.",Non-Sarcasm
Oh no no no... Ayo giring dia setelah tumbang di KPK dan PT #adilijokowi,Non-Sarcasm
🤮🤮🤮,Non-Sarcasm
"2 periode dipimpin binatang, dan bodohnya saya turut memilih 😢😢😢",Non-Sarcasm
Relaa,Non-Sarcasm
"Ga sekalian dokumenter buat tayang di bioskop gitu, kayanya banyak bgt durasinya",Non-Sarcasm
Jokowi presiden terbaik gak ada dua,Non-Sarcasm
Terbukti banyak muncul berita keberhasilan palsu di IG 😂,Sarcasm
udh mau lengser bentar lagi bakalan sakit-sakitan. hukum karma gk mngkin diem aja.,Non-Sarcasm
"Namun harus di akui beliau termasuk praident yg cerdik, yaa cerdik mengelabui rakyatnya, bahkan mampu membuat rakyatnya saling mencela itulah hebatnya beliau",Non-Sarcasm
"Lg menunggu artis yg itu, kayaknya pujiannya bakal wow nih",Non-Sarcasm
Berhasil ko butuh validasi 😂. Kl Berhasil ngga usah dikampanyekan juga pasti orang mengapresiasi,Sarcasm
Terima kasih informasinya tempo🔥🔥,Non-Sarcasm
Tempo 👏,Non-Sarcasm
Dulu elu juga kan min yg dompleng pa mulyono😂,Sarcasm
,Non-Sarcasm
KAAAAAANNN!!!😂😂😂,Sarcasm
Approval rating jokowi cuma 75% wajar klo sisa nya berisik,Non-Sarcasm
Sejak dulu tidak memilih Mulyono. Aku suka tempo keren 🔥🔥🔥🔥,Non-Sarcasm
Gokil Tempo🔥🔥,Non-Sarcasm
Hanya pendukung siap metong yg percaya jokowi tidak merusak alam & demokrasi ! Di sindir sby semasa kepemimpinan ny di akui masih banyak kurang tp sby bicara tidak selingkuh pada kontitusi,Non-Sarcasm
THE WORST PRESIDENT EVER HAPPENED IN INDONESIA!!!!!,Non-Sarcasm
Emang masih ada yang mau ketipu?,Non-Sarcasm
Akan ku kenang dengann Bapak Nepotisme Indonesiaaaa...kelak sampai akhiratt nantiiiiii☝️☝️☝️,Non-Sarcasm
Malin Kundang jaman now,Non-Sarcasm
Gila nich org... Udh mau brenti pun masih brusaha memoles diri,Non-Sarcasm
"Terima kasih tempo, untuk tetap menjadi yang waras dari kegilaan ini",Non-Sarcasm
"Sudah mulai masif, propaganda nya, setiap portal online ada iklan dan berita soal keberhasilan mulyono, duit rakyat digunakan buat pencitraan",Non-Sarcasm
"Alhamdulilah gak termakan Propaganda Pakde @jokowi ☺️ Kalo liat di Sosmed, kenapa netizen rata-rata berkomentar negatif? buat pemerintahan Jokowi🙌",Non-Sarcasm
"Terima kasih pak jokowi telah menaikkan bbm dari nol 3 digit atau 7 rb menjadi nol 4 digit atau 10 rb...... Terima kasih juga pak jokowi telah menaikkan pajak dan juga rencana pungutan pajak-pajak lainnya (tapera, kend bermotor dll)......😂😂",Sarcasm
"Pendekar gorong2...aneh sih, biasanya pendekar pedang ini..itu..",Non-Sarcasm
"Mulyono masih akan aman, karena kroninya masih menguasai pemerintah an karena kongkalikong nya berhasil, jadi ada yg melindungi nya sebagai balas budi, apalagi yg didukung punya ambisi berkuasa, padahal gak punya program yg masuk akal, omon omon doang, tapi mayoritas percaya, dibodohi dengan bansos yg masif",Non-Sarcasm
"Hanya orang berpikiran cerdas dan punya hati nurani yg tdk terperdaya dengan pencitraan,,,",Non-Sarcasm
Geramnyaaaa,Non-Sarcasm
"Penyesalan datang diakhir, dulu mendukung sampai 2 kali pilpres, karena melihat lugu dan sederhana, tapi ternyata hanya topeng di balik kerakusan akan jabatan, akhirnya  anak dan menantunya dijadikan juga biar berkuasa, lebih gila dari yg asli gila...",Non-Sarcasm
Memang keluarga yang menyusahkan rakyat.,Non-Sarcasm
"Sudah hal umum, semua level pejabat saat akan lengser akan membuat citra positif menggunakan dana negara😢",Non-Sarcasm
"Ga bisa share d fb lagi yaa,, ga otomatis mutar huft",Non-Sarcasm
"Mau ribuan akun yg menunjukkan itu kampanye pun, hati dan akal sehatku sudah terlanjur ""paham"" permainannya",Non-Sarcasm
"Biarlah itu jadi kebanggaannya para buzerrrr dan konco -konconya...,, biarkanlah mereka selalu berpura pura bahagia....,, biarkan mereka mengikuti iramanya yang mereka ciptakan sendiri....,,dan biarkan juga bagi semua kaum cerdas tetap mengawal Negeri ini sampai pada titik tujuannya dengan ketulusan...,, SELAMAT JALAN BAPAK @jokowi ... selamat menikmati sisa hari tua bapak dengan segala cerita hidup yang akan bapak lalui...., selamat menulis kisah baru di sisa umur bapak yang kita tidak tau sampai kapan....🙏",Non-Sarcasm
Kerennn banget tempo👏🔥.. Ga akan lupa di era dia ugal²an hutang,Non-Sarcasm
"Sy rela … jika di audit selama 10 th ini kepemimpinannya .. 
blm pernah pemimpin dr awal di audit jg masa berakhirnya di audit selama menjabat… ayolah Tempo UP ini 🙏🏻",Non-Sarcasm
"Sejak esemka, saya sdh ga percaya. Pencitraan buzzer tidk berlaku buat saya",Non-Sarcasm
"Banyak bangun sana sini dikata kan berhasil, tapi semua hasil hutang, aku ya bisa kalau apt itu, gak mikir asal bangun bangun, duit hutang yg bayar rakyat, bahkan aemua rakyat  semua yg dimau gak usah bayar gratis, uangnya ya hutang, gampang, rakyat senang dan semua jadi mudah, kalau gak mampu bayar hutang, tinggal negara dijual buat membayar nya, gampang kan..",Non-Sarcasm
"Pemimpin itu imam, pemimpin itu teladan, pemimpin itu role model, tapi  kalau begini kira kira layak atau tidak?🤡🤡",Non-Sarcasm
Dasar the king lips service😮.. #rajabual,Non-Sarcasm
"Propaganda terbagi 3jenis, salah satu dari 3 itu untuk para penyevong Mulyono bisa dikatakan lebih sebagai ke black propaganda si. 😢",Non-Sarcasm
"10 tahun kemarin ternyata cuma euforia euforia semu, sayang sekali harusnya 10 tahun bisa untuk membangun Indonesia yg bener bener maju, bukan cuma slogan, Ya Allah SWT dosa apa Indonesiaku ini,  bisa dipimpin seorang presiden jadi jadian,😭😭😭😭😭😭",Non-Sarcasm
"Negeri acakadul. Punya pemimpin kek gak punya pemimpin.. asyik dipajakin teruus. Tiba minta pelayanan dr negara, para buzzer mlh sibuk tanya apa yg udah dikasih ke negara.. ya ela. Kalian udh kyk gedebog pisang dikasih nyawa",Non-Sarcasm
Dusone uwakehe ta lah,Non-Sarcasm
mul mullll🙂‍↔️🙂‍↔️🙂‍↔️,Non-Sarcasm
😮‍💨,Non-Sarcasm
Tuhan itu tidak tidur. Sudah ada koq pemimpin negeri yg anak cucunya tercerai berai keluarganya dan narkoba.,Non-Sarcasm
"Terima Kasih TEMPO, kami jadi semakin cerdas!! . Ayo sadar kawan, gang belum sadar...belum terlambat kok",Non-Sarcasm
😢,Non-Sarcasm
Bani 58 persen malah terus memuji dan menyanjung 🙄,Non-Sarcasm
Semua sekenario mulai dr pilpres kemaren sampe kepulangannya sudah di desain sedemikian rupa.,Non-Sarcasm
@addiems999  dong salah satunya??,Non-Sarcasm
Smg cepat / lambat kebenaran yg 10 th disembunyikan akan terungkap,Non-Sarcasm
"Kadang kepikiran min, yang modelan kayak gini kena azabnya d apain dulu ya 😢",Non-Sarcasm
Biang KKN,Non-Sarcasm
Biar Allah yg Bales !,Non-Sarcasm
Bapak OMNIBUSLAW 😂,Sarcasm
di sini komennya gada buzzer mulyono coba di yt sekretariat presiden komennya penuh dgn buzzer,Non-Sarcasm
Siap tempo,Non-Sarcasm
Salah satu anugerah yg Allah berikan kepada saya adalah bentuk kewarasan untuk tidak pernah memilih dia dan anaknya menjadi pejabat di negeri ini... Terimakasih Ya Allah...🙌🙌🙌,Non-Sarcasm
"Perlu dilihat kembali janji2 dan realitasnya 10 thn alat ukur yg lbh objektif..dipoles seperti apapun tampilan seseorang tak akan merubah gennya,semakin dipoles pertanda besarnya ketidak percayaan diri yg harus ditutupi.",Non-Sarcasm
5 tahun yang indah bukan,Non-Sarcasm
Beuh pake anggaran negara ga tuh 🙌 keren tempo,Non-Sarcasm
Tempo 🔥,Non-Sarcasm
Jokowi terbaik.mau ape lo,Non-Sarcasm
Lah kan emang dari dulu kok baru sadar sih,Non-Sarcasm
Wiiii....mullll...wis mbuh karepmu,Non-Sarcasm
🔥🔥🔥,Non-Sarcasm
Pencitraan terus,Non-Sarcasm
Gilasih kl msh ada yg ngebela dy mah 🤣,Sarcasm
"Sejak 2014 negeri ini jd rusak..
😌
Menuju Indonesia s0nt0l0y0 2045..
Semua kekacauan & kerusakan yg tjd di negeri ini akibat revolusi mental kardus digembok.
Welcome to Ordegila..
#nyatakeranya🙈",Non-Sarcasm
Wow tempo👏👏👏,Non-Sarcasm
lawan🔥,Non-Sarcasm
"Merauke Papua hadir, dan sllu berdiri dan berterima kasih bapak terkasih Jokowi Dodo atas pembangunan luar biasa yg kami rasakan di Papua, saya dari Papua doakan yg terbaik utk bapak pembangunan Papua, presiden Jokowi Dodo 🖤🖤",Non-Sarcasm
Terimakasih sekali bwt tempo dan smua jurnalis tempo yg sdh berusaha untuk memberitakan  sesuai fakta 🫰🏻,Non-Sarcasm
Seminggu lagi kita ganti presiden 🤲,Non-Sarcasm
Ketemu diakhirat. G halal hasil jerih payah meres keringat dibuat kayak gt. Pengadilan allah jauh lebih adil 🙌,Non-Sarcasm
Gerakkan teross.. 🔥,Non-Sarcasm
Asik ya dicebokin terus 😂😂😂,Sarcasm
😂😂😂😂😂😂,Sarcasm
udah yukk pak.. capek ah pak..,Non-Sarcasm
#jokowihancurkanindonesia !!!!!...Presiden Paling Bobrok dalam sejarah NKRI!!!!,Non-Sarcasm
Mengajukan orang dgn kualitas fufufafa melemahkan lembaga hukum melemahkan kpu itu egois tidak bermoral lebih kejam dari serial killer,Non-Sarcasm
"Dari awal juga penuh polesan pencitraan, entah kenapa Tempo baru nguber jkw skrg, mungkin karena sekarang sudah lepas dr ket€k bunda banteng, jadi sudah berbeda junjungan.😁",Non-Sarcasm
Ennn Anna ejj iijisss,Non-Sarcasm
10 tahun katanya pemerintahan nya gak pernah merasa dipimpin dia,Non-Sarcasm
Calon pengangguran yang galow..,Non-Sarcasm
"Termasuk ini @addiems999 salah satunya … menjijikkaan  banget, membutakan diri atas kerusakan bangsa",Non-Sarcasm
🗿,Non-Sarcasm
"Tentu saja min , mengapresiasi keberhasilannya dan mengkrititk kekurangan atau kegagalannya , tapi kalau ada yang terus menerus mencari kegagalannya tanpa menerima keberhasilannya (walaupun sedikit) itu GAK TAU DIRI",Sarcasm
Negara ini sudah hancur secara struktural semenjak dipimpin oleh makhluk ini.,Non-Sarcasm
Alah Tempo juga mengajukan tapi ditolak mentah2 Kominfo.,Non-Sarcasm
🔥,Non-Sarcasm
love u tempo😩,Non-Sarcasm
Wajahnya sih biasa tp daya rusaknya yg luar binasa..,Non-Sarcasm
"Tempo memang merah sekali, semerah sampulnya",Non-Sarcasm
😢😢😢😢😢,Non-Sarcasm
Alhamdulillah biasa biasa aja sih di gue...mau lihat gimana akhirnya,Non-Sarcasm
@berita_bojonegoro2 oalah iki ta🤣🤣,Sarcasm
Mantap @tempodotco .syukur dr 2014 g pernah percaya.,Non-Sarcasm
🤣🤣,Sarcasm
"Memang Kita Gak coblos Orang Ini, tapi kebagian apes dari kebijakan nya",Non-Sarcasm
Gw terpapar tapi karna otak gw waras sehat jadi yah gak ad pengaruh apa2😂,Sarcasm
Diskon berapa persen sekarang min?😂,Sarcasm
Si #qodari mana nih? Biasanya langsung bikin survey 😂,Sarcasm
selamat masuk neraka 😍,Non-Sarcasm
🤣 🤣 🤣 🤣,Sarcasm
"Dulu waktu jadi Gubernur Jakarta hampir termakan pencitraan nya, untung ada teman baik hati mengingatkan dan terlihat kentara banget waktu berniat jadi Presiden... Sejak saat itu hilang sudah citra sederhana dan citra lugu yang ternyata didalamnya penuh dusta, dendam, penistaan.... Semoga hidayah untuknya dan keluarga nya serta orang yang masih menghamba padanya....",Non-Sarcasm
"Alhamdulillah, dari awal juga datang ke JKT enggak memilihnya",Non-Sarcasm
"kalo ga rela terus kita harus apa .....membenci tu org"" iya tp ga bs berbuat apa""...capek",Non-Sarcasm
Buka mata buka telinga anda,Non-Sarcasm
"Saya, kok merasakan bahwa sudah banyak yg diperbuat beliau dan merasakannya 😮",Non-Sarcasm
Mul mul menjijikkan,Non-Sarcasm
Nawa dosa,Non-Sarcasm
Tenang saja pengadilan di akhirat akan lebih kejam daripada didunia banyak propaganda dari kelompok mereka,Non-Sarcasm
🔥🔥,Non-Sarcasm
Gaes nih slah 1 buzzeeRP nya Mulyono yg selalu menjilat @fatma.w_karim 😂,Sarcasm
🙌🙌,Non-Sarcasm
@tvonenews @metrotv @kompastv ..??,Non-Sarcasm
Udah siap untuk aktingnya 20 oktober nanti?,Non-Sarcasm
"Saya senang sih, karena yg paling berdampak dan hidupnya sekrang susah ya pemuja ayah anak menantu",Non-Sarcasm
"salah satunya seperti yg dilakukan @psi_id ya min, tampak berusaha keran mempromosikan jokowi di postingan2nya",Non-Sarcasm
Preet akhirnya longsor juga dia,Non-Sarcasm
"Pak, saya ikhlas bapak membangun ibukota baru. Tapi saya tidak tertarik sama sekali karena sudah merusak alam kami😌",Non-Sarcasm
Bukan katanya tapi kitanya,Non-Sarcasm
Gak pernah nyoblos Jokowi selama 2 periode dan Alhamdulillah gt juga dengan anaknya,Non-Sarcasm
Keren editorialnya 👏,Non-Sarcasm
Apa ga habis uang negara. Walau ga 3 periode tapi tetap kampanye 3x 😂😂,Sarcasm
rezim pengen banget di puji 🤡,Non-Sarcasm
"Pembodohan negeri dari rakyat yg sudah berKTP dan baru lahir pada rezimnya, skrg anak2 tsb jd lulusan tiktok cumlaude. Benar2 ‘revolusi’ (merusak) mental anak bangsa 👏🏽 jaman kolonial diperbudak secara terang2an tp ada perjuangan dan menghasilkan Soekarno dan Bung Hatta, rezim ini diperbudak secara halus menghasilkan pecundang!!",Non-Sarcasm
Di Makeup in sebelum mati.....,Non-Sarcasm
Betul,Non-Sarcasm
"esemka mana woii, udah mau pensiun kaga ada juga @jokowi",Non-Sarcasm
"Makin kesini makin ga tau diri, sampe titik darah terakhir",Non-Sarcasm
HIDUP TEMPOOO !!!!! HIDUP JURNALISME INVESTIGASI !!!!!! HIDUPKAN AKAL SEHAT DI NKRI INI !!!!!!!!! HIDUPP !!!!!!!!!!!!!!!!!!!,Non-Sarcasm
Tempo terbaik 👍👍🇮🇩🤍🤍,Non-Sarcasm
"Keren tempo, bongkar terus ampe lunthat makeup'y kl bs kulit wajah'y pun mencait👏👏👏",Non-Sarcasm
Wah wah,Non-Sarcasm
🥶🥶🥶🥶🥶🥶,Non-Sarcasm
"Saya salah satu rakyat yg tidak pernah sekalipun memuja muji kinerja orang ini. Di akhirat nanti saya bersaksi bahwa orang ini sudah banyak membuat rakyat jadi maling, sudah banyak membuat rakyat menderita dan miskin.",Non-Sarcasm
Narasi Besar😁,Non-Sarcasm
Fufufafa 🔥🔥🔥,Non-Sarcasm
"Pantesan koq di medsos banyak banget puja-puji, ternyata sudah ada pengarahan 😂 .. Mukidi emang jago soal pencitraan.",Sarcasm
Muak bgt sama Mulyono dan cecunguknya. Jgn sampe mereka kabur stlh Mulyono pensiun.,Non-Sarcasm
Maaf sy gak pernah menganggap dia presidennRInkok..,Non-Sarcasm
Lah temen kampus gue di salab satu videonya😂😂😂😂😂😂,Sarcasm
"Waktu jaman Gw SD si Mulyono ini udh jadi gubernur, dan di umur segitu gw dah tau dia ini sebenarnya pencitraan, karna apa? Karna dia masuk ke gorong2 got, ikut nyangkul gali tanah, dll. Pas di tanya Ama wartawan jawabannya banyak yang gak nyambung dan mikirnya lama bgt cuman buat jawab pertanyaan gampang aja muter2",Non-Sarcasm
Daya Rusaknya sangat luar biasaaa 🙌,Non-Sarcasm
😢,Non-Sarcasm
Presiden terburuk Indonesia,Non-Sarcasm
Hadiah pensiun rompi oren..,Non-Sarcasm
Dia harus bayar semua!!!!,Non-Sarcasm
"Kulihat rata rata semua postingan menjelekkan pak Jokowi lah 😂😂, ini yg mana yg bener?",Sarcasm
🔥🔥 tempo,Non-Sarcasm
"Pantesan tadi acara penutupan Peparnas,, muji2nya kok berlebihan banget @arachelnorma_athtsaqief 😅",Sarcasm
Allhamdulillah 2 periode gk memilih dia,Non-Sarcasm
Mbak nana gimana? Masih berani bikin narasi yang begini?? Apa masih mau main aman? 😂 @najwashihab,Sarcasm
"Di balik muka melas nya, kebiadabpan itu muncul",Non-Sarcasm
Pantes udah banyak banner2 dijalan dari tim projo😂,Sarcasm
"Gw paling ga percaya sama berita provokasi,",Non-Sarcasm
Terburuk sepanjang masa,Non-Sarcasm
KELAS,Non-Sarcasm
😭😭😭,Non-Sarcasm
"@gnfi ini bisa jadi salah satu buzzernya, bawa-bawa nama Polar FTUI @polar.sipilftui dan kemudian membuat informasi studi fiktif terkait efektivitas kinerja Whoosh yang diklaim menghemat ini dan itu, dan segala hal-hal palsu positif lainnya",Non-Sarcasm
ADILI MULYONO LIP SERVICE,Non-Sarcasm
"Semua Presiden melakukan itu #menolaklupa bukan hanya Pak @jokowi aja. Kalo mo di korek korek, korek semuanya @tempodotco jangan hanya 1 Presiden aja",Non-Sarcasm
"Ingat sj teori kebalikan, misal meroket=nyungsep😂",Sarcasm
"Sumpah Demi Allah Subhanallahu wata’ala saya akan meminta pertanggungjawaban mu mul di Yaumil Hisab atas semua perbuatanmu!!! Anda kira semua itu baik bagi anda? Hisab seorang pemimpin itu lebih berat!!! Hiduplah sesukamu mul, berbuat sesukamu toh pd akhirnya semua akan mati!!!",Non-Sarcasm
gak mau berkata2 lah takut dibalas buzzer,Non-Sarcasm
"Dan selalu ingat"" Tidak Ada Visi Misi Menteri, Yang Ada Visi Misi Presiden dan Wakil Presiden"" dan untuk menteri yang tidak sependapat dengan Visi Misi Jokowi siap siap aja bakalan didepak",Non-Sarcasm
@tempodotco 👏👏👏👏👏Anda keren.... teruslah objektif demi kepentingan rakyat...🔥MELEDUG ABANGKUUH,Non-Sarcasm
Betull firasat saya berarti 5 tahun yg lalu saya ber firasat sama dengan berita ini.,Non-Sarcasm
❌❌❌,Non-Sarcasm
"Jgn mudik ke solo dulu pak, Jakarta masih banjir, minimal jagain kali jakarta dulu dah, dulu kan bilang bisa atasin banjir jakarta..ini sdh 10 thn masih banjir",Non-Sarcasm
"Sorry ya gw ga pernah terpesona sama penipu, pencitraan dan pemimpin minim literasi selama 10 tahun, hasilnya ekonomi Indonesia resesi karena kelakuan bejat terhadap rakyat Indonesia",Non-Sarcasm
Kl ni org ga dipenjara dan dimakjulkan brrti mmg udh rusak parah negri ini,Non-Sarcasm
Tuh dpr tuu sorotin juga dong,Non-Sarcasm
Semuanya akan dimintai pertanggungjawaban ko.. hidup didunia cuma sementara😍,Non-Sarcasm
Jancuk,Non-Sarcasm
Udah berseliweran konten nya...aslik,Non-Sarcasm
rayuan ....... (gila),Non-Sarcasm
Harus nya tempo berjuang biar Anies Sudirman Didu Gatot jd pimpinan negara ini,Non-Sarcasm
💔,Non-Sarcasm
Everything from him is fake.,Non-Sarcasm
Banyak nih di @gnfi klaim keberhasilan jokowi,Non-Sarcasm
Eaaaa,Non-Sarcasm
Jokow k*****,Non-Sarcasm
Badjingan kau jok,Non-Sarcasm
🔥🔥🔥,Non-Sarcasm
Viralkan,Non-Sarcasm
Ada aja ya gebrakannya pak MLY itu...,Non-Sarcasm
❤️❤️,Non-Sarcasm
fake,Non-Sarcasm
Tetap total jadi manusia ga tau malu,Non-Sarcasm
Woooh @neisirahayu,Non-Sarcasm
Samma gimmick saja mudah di gocek apalagi ini propaganda 😂,Sarcasm
Citra yang bener cuman citra biru sama citra bahari,Non-Sarcasm
"Kalau positif itu propaganda, negatif itu kritik 👏",Non-Sarcasm
"Persentase survey tentang kepuasan rakyat terhadap kepemimpinannya aja bikin planga plongo, apalagi ini",Non-Sarcasm
Semua serba pencitraan dan setingan,Non-Sarcasm
😂😂😂,Sarcasm
"Indeks persepsi korupsi, Indeks Demokrasi internasional masih valid. Sementara belum kebeli",Non-Sarcasm
@gnfi nih 😂,Sarcasm
@praburevolusi  siap pak dirjen😂,Sarcasm
Seperti yg diberitakan oleh @beritasatu,Non-Sarcasm
pantas aza aku tadi lihat beranda d youtube muncul tentang pemerintahan jokowi 😰,Non-Sarcasm
"tankap! dan penjarakn kluarga m...no di IKN ,biar istrinya nggak bisa jenguk",Non-Sarcasm
Ngeriiiiii🔥,Non-Sarcasm
,Non-Sarcasm
Udah liat di @totalpolitikcom .. 🤮,Non-Sarcasm
Seluruh rakyat Indonesia kelak akan memberikan kesaksian di hadapan Tuhan terhadap kebijakan & kelakuan Jokowi selama jd presiden.. 😁,Non-Sarcasm
Pantesan Hewan peliharaannya di X semakin brutal,Non-Sarcasm
"Gapernah percaya ama komuk polosnya sih dr dulu 😂😂 sok polos aslinyaa haus kekuasaan ,uang ,jabatan",Sarcasm
"Bersih bersih,,,memoles diri,,,menutup aib.",Non-Sarcasm
Ga rela donk..buat kebutuhan pribadi dia untuk pencitraan ...,Non-Sarcasm
hari2 dramaaa,Non-Sarcasm
"Ga rela, tapi emang bisa apaa 😢",Non-Sarcasm
Rakyat juga yg menanggung semuanya,Non-Sarcasm
Gas terus tempoooo 🔥🔥,Non-Sarcasm
Ya....Allah semoga cepat d Bui..🤲🤲🤲🤲Aammin,Non-Sarcasm
😢,Non-Sarcasm
"Haus validasi, padahal bobrok",Non-Sarcasm
Para Ulama Sejak Dulu Sudah Memperingatkan Agar Hati-hati dalam Memilih Pemimpin. Mirisnya banyak Ummat Islam yang buta Politik alhasil Negeri di Kuasai Bangsa Asing dan dirusak Alamnya!!,Non-Sarcasm
sudah terpapar spanduknya tadi di MT Haryono 🫥,Non-Sarcasm
"kalian sadar ga penerus kita g bisa baca padahal udah smp sma. pengetahuan minim, apakah by design?",Non-Sarcasm
Najis bgt,Non-Sarcasm
Dari 2014 nga pernah percaya sama ini barang,Non-Sarcasm
indozone udah tuh wkwk,Non-Sarcasm
makin dak enak dibaca,Non-Sarcasm
"Sadar dirinya gagal jd butuh pencitraan keberhasilan,,, di mulai dari pencitraan berakhir dngn pencitraan😂😂😂😂",Sarcasm
Pernah baca dimana gtu katanya 75% masyarakat Indonesia smua puas dg pemerintahan nya. masyarakat yg mana btw,Non-Sarcasm
Salah 1 akun yg sepertinya dapet pesanan juga. Giat bgt soalnya beberapa hari ini 👉🏻 @gnfi,Non-Sarcasm
Para Artis kok beluma adaya yang buat status #terimakasihjokowi y.,Non-Sarcasm
,Non-Sarcasm
ga akan berhasil pencitraannya....knp? krn dasar dr smua itu KEBOHONGAN...jd pastilah akan runtuh sendiri smua usaha pencitraan. Kan rekam digital 10 thn msh lengkap tersimpan..,Sarcasm
Raja jawa bengis ?,Non-Sarcasm
Influenser kemang yg itutuuuuu😂,Sarcasm
Editor tempoooo🔥🔥🔥,Non-Sarcasm
Terima kasih Pak Jokowi ...,Non-Sarcasm
Sehat selalu pak Jokowi,Non-Sarcasm
Dari dulu gua rela uang pajak di pake manusia sejenis Deni Siregar dan abu janda @permadiaktivis2,Non-Sarcasm
Menggunakan anggaran negara untuk kepentingan ptibadi???? Termasuk korupsikah???,Non-Sarcasm
MULYONO BUTUH BANGET VALIDASI. SETAKUT ITU YA 😂😂,Sarcasm
Udah pangsiun masih licik!😂,Sarcasm
MANTAB TEMPO 🤩👍🔥,Non-Sarcasm
Makasih Tempo udh nge spill,Non-Sarcasm
Cenggggg lagu lo cenggg cocok wkwk @cakecaine,Non-Sarcasm
Tabakar eeee 😂😂😂😂,Sarcasm
Pantas pas scroll reels muncul puja-puja Mulyono ternyata settingan 😂,Sarcasm
Sddh ketebak 😂😂😂 dan biarkan saja .....,Sarcasm
Keren banget tempo👏👏,Non-Sarcasm
Tiba2 projo muncul dari perut bumi,Non-Sarcasm
"NPD abissss. Udah nyebar kaos gambar mukanya sendiri, campaign keberhasilan jg pake namanya sendiri. Nek jare wong jowo ki njenengan njijik’i Pak.",Non-Sarcasm
Salah satunya ni @ gnfi,Non-Sarcasm
Kbrhasilannya dlm bidang apa?!,Non-Sarcasm
Didepok helikopter lg wira wiri..buat persiapan presiden mau ke mako brimob..dlm rangka .....,Non-Sarcasm
Saya gak ridho,Non-Sarcasm
Farewell party~~ 🎉,Non-Sarcasm
Nda rela dunia akhirat🥲,Non-Sarcasm
GK Redho,Non-Sarcasm
"Kebaikan saja dipermasalahkan, apalagi klo salah. Tempo mana ada berita baiknya pemerintahan ini, opini saja yg diberitakan.",Non-Sarcasm
lah ora ngurusi .....nggedabrus kabeh,Non-Sarcasm
Menghambur uang negara untuk pencitraan,Non-Sarcasm
😂,Sarcasm
"memilih yg terlihat mendingan dr yg buruk-buruk ternyata bukan solusi, krn yg terlihat mendingan bisa jadi lebih brutal.",Non-Sarcasm
Intinya disuruh munafik gitu to?,Non-Sarcasm
🔥🔥🔥,Non-Sarcasm
Kirain fans messi aja yg buruh validasi,Non-Sarcasm
Ga punya maluuuuuu diaaa,Non-Sarcasm
Aku tetep Percaya Pak Jokowi kerjanya nyata dan baik utk Negeri ini 🔥🔥🔥,Non-Sarcasm
Fufufafa nya nanti tolong bawa juga ke solo,Non-Sarcasm
Si jokowii makin kesini makin konyoll bjiirrr😩😩,Non-Sarcasm
Narsis puol 😂,Sarcasm
😮,Non-Sarcasm
iYa termasuk di @indozone.id 🤣,Sarcasm
Mulyono di dandani seperti apa juga tetep mulyono,Non-Sarcasm
Begitu ya? 😂,Sarcasm
Burudah abis nyampah di beranda,Non-Sarcasm
Sejak SMK dibilang laku 6000 sejak saat itu saya ngga pernah percaya beliau,Non-Sarcasm
kwkww bbm pakai qr kode membingungkan ini malah ngurusin pencitraan,Non-Sarcasm
"Keberhasilan pak Jokowi pimpin Indonesia dimulai dari produksi mobil dalam negeri Esemka, jokwi juga sangat memperhatikan rakyat dengan dibuatnya kebijakan Tapera tabungan pensiun ,menaikkjan iuran BPJS ,PPN .",Non-Sarcasm
"Kosmetik, gimmick dimainkan lbh kencang😂",Sarcasm
"Semoga husnul khotimah, diampuni segala dosa, diberikan tempat yang tinggi di sisi Allah dan keluarga yg ditinggalkan diberi kesabaran amiin",Non-Sarcasm
😂😂😂😂😂😂 masih??? Aduhhh kok gitu ya,Sarcasm
"Tidak, laknatlah Jokowi sekeluarga",Non-Sarcasm
"Hanya noton @bocoraluspolitik ,podcast @abrahamsamad_ @katabewe @zainalarifinmochtar",Non-Sarcasm
Sudah kudugem min......sy yakin masyarakat sekarang sudah CERDAS.....🔥🔥🔥,Non-Sarcasm
Propaganda,Non-Sarcasm
