judul,konteks,komen,apakah_komen_utama,dari_komen_utama,emoticon,label
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Kamu percaya suara saya segitu ?,TRUE,Tidak ada,FALSE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Ngerihhhhh,TRUE,Tidak ada,FALSE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",PDIP tdk akan menang klu tidak di dukung Anis sih,TRUE,Tidak ada,FALSE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Pas pilpres kmrin bllangnya kalah ma kalah aja.. 1 putaran lebih hemat biaya. Kok ini maksa 2 putaran?? 🤣🤣🤣,TRUE,Tidak ada,TRUE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Edan,TRUE,Tidak ada,FALSE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Prabowo said: oh jadi kemaren begini cara maenya 🙂‍↔️🙂‍↔️,TRUE,Tidak ada,TRUE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Dari sini sudah paham kan isi kepalanya apa,TRUE,Tidak ada,FALSE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Sedangkan MK bisa di permainkan apalagi cuma pilkada begini wkwkwkkw 😂😂😂😂,TRUE,Tidak ada,TRUE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2","Musiknya sejak jadi soundtraknya wowo jadi enneg dengernya, jijik banget dah",TRUE,Tidak ada,FALSE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Msih bingung sma pendukungnya ya Allah kmna pda otaknya😢,TRUE,Tidak ada,TRUE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2","Kawal terus, hentikan dinasti mulyono",TRUE,Tidak ada,FALSE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2","Terharu sama perjuangan mulyono. Mungkin kalau dia ada di zaman penjajahan, Indonesia bisa merdeka lebih cepat. Mulai dinasti lebih awal 😂😂😂",TRUE,Tidak ada,TRUE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2","Udah pada bau tanah msh mikirin pilkada, mikirin akhirat kek...🙌",TRUE,Tidak ada,TRUE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",🔥🔥🔥menyala tempo,TRUE,Tidak ada,TRUE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Biarin aja pdhal mah sok aja rubah biar Garuda biru muncul lg,TRUE,Tidak ada,FALSE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Joko Joko,TRUE,Tidak ada,FALSE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Kan ttep cari jalan .. demokrasi bahaya,TRUE,Tidak ada,FALSE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Wkwkwkkwkwkw kudu rido ngapa,TRUE,Tidak ada,FALSE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Angkat kasus tidak adanya kotak kosong di Pilkada Banjarbaru juga please Tempo 🙏🏼,TRUE,Tidak ada,TRUE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Tabrak tabrak masuk 😂,TRUE,Tidak ada,TRUE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2","Kalo dia yg kalah, dia keukeuh 2 putaran. Kalo dia yg menang, dia declare keukeuh 1 putaran. Udah gak kaget lah, kemaren juga gitu bukan?",TRUE,Tidak ada,FALSE,
